12 46
255,255,255 253,253,253 180,180,180 231,231,231 188,188,188 193,193,193 198,198,198 201,201,201 187,187,187 245,245,245 255,255,255 250,250,250 236,236,236 255,255,255 221,221,221 255,255,255 255,255,255 248,248,248 255,255,255 244,244,244 246,246,246 248,248,248 255,255,255 255,255,255 243,243,243 208,208,208 252,252,252 245,245,245 250,250,250 207,207,207 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 238,238,238 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 183,183,183 255,255,255 247,247,247 186,186,186 255,255,255
255,255,255 0,0,0 9,9,9 3,3,3 0,0,0 1,1,1 0,0,0 0,0,0 171,171,171 255,255,255 240,240,240 255,255,255 9,9,9 0,0,0 8,8,8 0,0,0 0,0,0 255,255,255 255,255,255 244,244,244 255,255,255 240,240,240 1,1,1 0,0,0 0,0,0 8,8,8 233,233,233 253,253,253 232,232,232 16,16,16 0,0,0 3,3,3 11,11,11 0,0,0 0,0,0 198,198,198 177,177,177 185,185,185 7,7,7 4,4,4 0,0,0 18,18,18 2,2,2 255,255,255 200,200,200 247,247,247
230,230,230 255,255,255 182,182,182 253,253,253 248,248,248 252,252,252 4,4,4 0,0,0 208,208,208 255,255,255 249,249,249 0,0,0 0,0,0 255,255,255 241,241,241 243,243,243 3,3,3 6,6,6 251,251,251 250,250,250 251,251,251 241,241,241 255,255,255 251,251,251 6,6,6 0,0,0 255,255,255 255,255,255 6,6,6 1,1,1 255,255,255 251,251,251 230,230,230 200,200,200 7,7,7 0,0,0 255,255,255 0,0,0 7,7,7 237,237,237 245,245,245 255,255,255 0,0,0 0,0,0 186,186,186 252,252,252
255,255,255 255,255,255 190,190,190 253,253,253 255,255,255 255,255,255 0,0,0 19,19,19 188,188,188 250,250,250 0,0,0 1,1,1 244,244,244 252,252,252 248,248,248 255,255,255 255,255,255 226,226,226 242,242,242 251,251,251 249,249,249 255,255,255 255,255,255 245,245,245 6,6,6 0,0,0 243,243,243 255,255,255 3,3,3 0,0,0 252,252,252 255,255,255 247,247,247 214,214,214 240,240,240 247,247,247 234,234,234 239,239,239 255,255,255 255,255,255 255,255,255 242,242,242 183,183,183 13,13,13 7,7,7 180,180,180
234,234,234 255,255,255 193,193,193 255,255,255 246,246,246 0,0,0 8,8,8 249,249,249 181,181,181 255,255,255 0,0,0 11,11,11 251,251,251 255,255,255 247,247,247 244,244,244 255,255,255 191,191,191 211,211,211 189,189,189 197,197,197 169,169,169 197,197,197 202,202,202 0,0,0 22,22,22 185,185,185 179,179,179 4,4,4 8,8,8 196,196,196 198,198,198 195,195,195 163,163,163 210,210,210 189,189,189 201,201,201 206,206,206 247,247,247 240,240,240 250,250,250 255,255,255 0,0,0 0,0,0 225,225,225 255,255,255
255,255,255 239,239,239 204,204,204 248,248,248 3,3,3 0,0,0 255,255,255 242,242,242 196,196,196 255,255,255 0,0,0 0,0,0 255,255,255 240,240,240 255,255,255 255,255,255 237,237,237 201,201,201 245,245,245 255,255,255 253,253,253 255,255,255 245,245,245 255,255,255 0,0,0 3,3,3 255,255,255 255,255,255 244,244,244 0,0,0 3,3,3 0,0,0 13,13,13 4,4,4 0,0,0 254,254,254 250,250,250 197,197,197 252,252,252 255,255,255 0,0,0 3,3,3 0,0,0 255,255,255 255,255,255 255,255,255
211,211,211 180,180,180 210,210,210 0,0,0 0,0,0 188,188,188 189,189,189 196,196,196 193,193,193 250,250,250 3,3,3 2,2,2 243,243,243 255,255,255 243,243,243 0,0,0 5,5,5 0,0,0 247,247,247 255,255,255 255,255,255 247,247,247 255,255,255 240,240,240 6,6,6 0,0,0 255,255,255 255,255,255 255,255,255 187,187,187 255,255,255 251,251,251 233,233,233 255,255,255 0,0,0 3,3,3 251,251,251 188,188,188 255,255,255 255,255,255 252,252,252 255,255,255 0,0,0 0,0,0 255,255,255 253,253,253
252,252,252 252,252,252 0,0,0 10,10,10 198,198,198 255,255,255 255,255,255 230,230,230 186,186,186 255,255,255 0,0,0 0,0,0 255,255,255 234,234,234 255,255,255 255,255,255 3,3,3 11,11,11 228,228,228 255,255,255 255,255,255 247,247,247 241,241,241 251,251,251 13,13,13 4,4,4 243,243,243 252,252,252 253,253,253 178,178,178 239,239,239 255,255,255 255,255,255 252,252,252 0,0,0 0,0,0 255,255,255 176,176,176 255,255,255 237,237,237 255,255,255 237,237,237 189,189,189 1,1,1 0,0,0 255,255,255
255,255,255 12,12,12 12,12,12 250,250,250 192,192,192 254,254,254 245,245,245 255,255,255 190,190,190 252,252,252 2,2,2 0,0,0 254,254,254 245,245,245 253,253,253 244,244,244 0,0,0 0,0,0 255,255,255 255,255,255 0,0,0 255,255,255 255,255,255 255,255,255 0,0,0 4,4,4 243,243,243 255,255,255 255,255,255 183,183,183 255,255,255 255,255,255 241,241,241 242,242,242 1,1,1 2,2,2 233,233,233 209,209,209 250,250,250 255,255,255 255,255,255 254,254,254 203,203,203 0,0,0 14,14,14 255,255,255
235,235,235 0,0,0 0,0,0 246,246,246 182,182,182 190,190,190 190,190,190 198,198,198 205,205,205 226,226,226 255,255,255 0,0,0 6,6,6 255,255,255 255,255,255 255,255,255 13,13,13 0,0,0 255,255,255 248,248,248 0,0,0 0,0,0 253,253,253 0,0,0 2,2,2 248,248,248 255,255,255 247,247,247 0,0,0 7,7,7 240,240,240 252,252,252 251,251,251 255,255,255 6,6,6 0,0,0 255,255,255 0,0,0 4,4,4 242,242,242 253,253,253 255,255,255 0,0,0 0,0,0 242,242,242 251,251,251
197,197,197 17,17,17 4,4,4 4,4,4 15,15,15 0,0,0 0,0,0 6,6,6 189,189,189 198,198,198 167,167,167 191,191,191 0,0,0 0,0,0 0,0,0 8,8,8 0,0,0 170,170,170 250,250,250 255,255,255 255,255,255 15,15,15 0,0,0 7,7,7 255,255,255 248,248,248 250,250,250 244,244,244 255,255,255 0,0,0 2,2,2 7,7,7 0,0,0 0,0,0 0,0,0 255,255,255 255,255,255 175,175,175 0,0,0 10,10,10 0,0,0 0,0,0 11,11,11 251,251,251 255,255,255 247,247,247
239,239,239 250,250,250 245,245,245 255,255,255 243,243,243 245,245,245 186,186,186 255,255,255 187,187,187 255,255,255 255,255,255 246,246,246 255,255,255 212,212,212 251,251,251 248,248,248 255,255,255 212,212,212 255,255,255 241,241,241 250,250,250 238,238,238 255,255,255 252,252,252 221,221,221 255,255,255 255,255,255 255,255,255 235,235,235 213,213,213 255,255,255 250,250,250 250,250,250 255,255,255 241,241,241 254,254,254 246,246,246 178,178,178 204,204,204 184,184,184 188,188,188 208,208,208 168,168,168 255,255,255 237,237,237 253,253,253
