12 46
255,255,255 254,254,254 175,175,175 222,222,222 199,199,199 197,197,197 201,201,201 188,188,188 180,180,180 255,255,255 248,248,248 255,255,255 234,234,234 255,255,255 253,253,253 249,249,249 253,253,253 255,255,255 246,246,246 255,255,255 255,255,255 243,243,243 255,255,255 255,255,255 255,255,255 193,193,193 254,254,254 233,233,233 255,255,255 205,205,205 255,255,255 246,246,246 255,255,255 255,255,255 222,222,222 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 255,255,255 213,213,213 244,244,244 255,255,255 174,174,174 255,255,255
252,252,252 255,255,255 186,186,186 240,240,240 0,0,0 14,14,14 0,0,0 5,5,5 191,191,191 251,251,251 254,254,254 249,249,249 248,248,248 0,0,0 0,0,0 255,255,255 243,243,243 238,238,238 255,255,255 232,232,232 246,246,246 237,237,237 253,253,253 235,235,235 0,0,0 0,0,0 250,250,250 255,255,255 0,0,0 6,6,6 6,6,6 1,1,1 3,3,3 0,0,0 210,210,210 176,176,176 178,178,178 0,0,0 0,0,0 209,209,209 200,200,200 161,161,161 248,248,248 0,0,0 9,9,9 219,219,219
250,250,250 255,255,255 194,194,194 255,255,255 246,246,246 255,255,255 0,0,0 2,2,2 204,204,204 255,255,255 228,228,228 255,255,255 8,8,8 11,11,11 5,5,5 244,244,244 241,241,241 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 2,2,2 6,6,6 0,0,0 254,254,254 255,255,255 8,8,8 0,0,0 230,230,230 255,255,255 255,255,255 4,4,4 0,0,0 255,255,255 255,255,255 5,5,5 14,14,14 0,0,0 254,254,254 247,247,247 7,7,7 15,15,15 8,8,8 250,250,250
252,252,252 254,254,254 192,192,192 255,255,255 255,255,255 238,238,238 14,14,14 0,0,0 177,177,177 255,255,255 254,254,254 0,0,0 0,0,0 0,0,0 0,0,0 255,255,255 255,255,255 244,244,244 236,236,236 240,240,240 247,247,247 244,244,244 8,8,8 5,5,5 0,0,0 6,6,6 243,243,243 255,255,255 2,2,2 0,0,0 255,255,255 245,245,245 238,238,238 196,196,196 6,6,6 0,0,0 249,249,249 0,0,0 11,11,11 1,1,1 0,0,0 17,17,17 1,1,1 0,0,0 0,0,0 209,209,209
252,252,252 255,255,255 191,191,191 252,252,252 241,241,241 255,255,255 0,0,0 6,6,6 200,200,200 240,240,240 255,255,255 255,255,255 248,248,248 11,11,11 2,2,2 255,255,255 243,243,243 181,181,181 208,208,208 200,200,200 199,199,199 0,0,0 0,0,0 201,201,201 0,0,0 0,0,0 204,204,204 180,180,180 6,6,6 0,0,0 185,185,185 215,215,215 198,198,198 179,179,179 1,1,1 0,0,0 200,200,200 0,0,0 4,4,4 255,255,255 0,0,0 0,0,0 216,216,216 2,2,2 14,14,14 255,255,255
250,250,250 255,255,255 195,195,195 255,255,255 255,255,255 250,250,250 0,0,0 0,0,0 206,206,206 246,246,246 255,255,255 239,239,239 255,255,255 0,0,0 13,13,13 237,237,237 253,253,253 206,206,206 249,249,249 252,252,252 0,0,0 6,6,6 251,251,251 255,255,255 2,2,2 0,0,0 255,255,255 252,252,252 0,0,0 4,4,4 252,252,252 250,250,250 246,246,246 255,255,255 8,8,8 0,0,0 250,250,250 7,7,7 0,0,0 247,247,247 13,13,13 0,0,0 176,176,176 0,0,0 0,0,0 255,255,255
186,186,186 188,188,188 205,205,205 248,248,248 193,193,193 178,178,178 3,3,3 3,3,3 201,201,201 246,246,246 253,253,253 254,254,254 255,255,255 0,0,0 0,0,0 253,253,253 247,247,247 200,200,200 234,234,234 15,15,15 0,0,0 255,255,255 255,255,255 250,250,250 2,2,2 0,0,0 255,255,255 241,241,241 2,2,2 0,0,0 255,255,255 250,250,250 255,255,255 254,254,254 0,0,0 2,2,2 255,255,255 0,0,0 11,11,11 254,254,254 2,2,2 0,0,0 194,194,194 0,0,0 0,0,0 251,251,251
255,255,255 242,242,242 247,247,247 255,255,255 193,193,193 255,255,255 0,0,0 9,9,9 187,187,187 254,254,254 255,255,255 244,244,244 244,244,244 0,0,0 19,19,19 247,247,247 255,255,255 210,210,210 235,235,235 0,0,0 5,5,5 0,0,0 0,0,0 0,0,0 11,11,11 12,12,12 0,0,0 255,255,255 6,6,6 3,3,3 224,224,224 253,253,253 255,255,255 243,243,243 10,10,10 0,0,0 251,251,251 6,6,6 0,0,0 253,253,253 245,245,245 253,253,253 204,204,204 0,0,0 11,11,11 250,250,250
248,248,248 255,255,255 0,0,0 255,255,255 193,193,193 255,255,255 0,0,0 3,3,3 178,178,178 252,252,252 251,251,251 233,233,233 253,253,253 6,6,6 2,2,2 246,246,246 255,255,255 169,169,169 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 0,0,0 0,0,0 249,249,249 255,255,255 0,0,0 6,6,6 255,255,255 241,241,241 255,255,255 242,242,242 8,8,8 1,1,1 250,250,250 5,5,5 7,7,7 255,255,255 255,255,255 255,255,255 182,182,182 2,2,2 0,0,0 255,255,255
236,236,236 244,244,244 10,10,10 13,13,13 173,173,173 14,14,14 0,0,0 218,218,218 198,198,198 237,237,237 245,245,245 255,255,255 247,247,247 4,4,4 0,0,0 255,255,255 244,244,244 209,209,209 253,253,253 241,241,241 247,247,247 251,251,251 245,245,245 243,243,243 7,7,7 0,0,0 249,249,249 255,255,255 10,10,10 3,3,3 232,232,232 255,255,255 255,255,255 5,5,5 0,0,0 255,255,255 250,250,250 7,7,7 0,0,0 255,255,255 255,255,255 241,241,241 188,188,188 6,6,6 11,11,11 255,255,255
